op_code,period_time_hms,subclass,family,scientific_name,genus,species,common,code,sp_code,number,comment_1,x_6,Resolved?
SCRI_29Aug19_bruv1,35:43.0,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,49,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,41:33.5,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,ID?,background,
SCRI_29Aug19_bruv1,00:05.4,NA,, ,,,NA,NA,NA,1,ID? corbina?,,
SCRI_29Aug19_bruv1,00:32.1,NA,, ,,,NA,NA,NA,1,ID? round ray,,
SCRI_29Aug19_bruv1,02:53.7,Actinopterygii,Sciaenidae,Umbrina roncador,Umbrina,roncador,Yellowfin croaker,26,UMRO,1,ID? corbina or yf?,,
SCRI_29Aug19_bruv1,00:38.4,Elasmobranchii,Urotrygonidae,Urobatis halleri,Urobatis,halleri,Round stingray,31,URHA,1,ID? round ray,,
SCRI_29Aug19_bruv1,00:38.4,Elasmobranchii,Urotrygonidae,Urobatis halleri,Urobatis,halleri,Round stingray,31,URHA,1,ID? round ray,,
SCRI_29Aug19_bruv3,33:51.1,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,ID? topsmelt?,NA,
SCRI_29Aug19_bruv3,06:53.2,NA,Paralichthyidae, ,,,NA,NA,NA,1,ID? halibut?,NA,
SCRI_29Aug19_bruv3,15:14.9,NA,, ,,,NA,NA,NA,1,ID? corbina?,NA,
SCRI_29Aug19_bruv3,25:04.0,NA,Sciaenidae, ,,,NA,NA,NA,1,ID? yf croaker,NA,
SCRI_29Aug19_bruv3,47:55.9,NA,Sciaenidae, ,,,NA,NA,NA,1,ID? yf croaker?,NA,
SCRI_29Aug19_bruv6,12:05.3,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,34,id?,background,
SLHO_07Nov19_bruv1,14:31.4,Actinopterygii,Paralichthyidae,Citharichthys sordidus,Citharichthys,sordidus,Pacific sanddab,47,CISO,1,id?,,
SLHO_07Nov19_bruv3,02:23.5,Actinopterygii,Kyphosidae,Medialuna californiensis,Medialuna,californiensis,Halfmoon,61,MECA,1,id?,NA,
SLHO_07Nov19_bruv3,04:27.1,Actinopterygii,Kyphosidae,Medialuna californiensis,Medialuna,californiensis,Halfmoon,61,MECA,1,id?,NA,
SLHO_07Nov19_bruv3,04:27.1,Actinopterygii,Kyphosidae,Medialuna californiensis,Medialuna,californiensis,Halfmoon,61,MECA,1,id?,NA,
SLHO_07Nov19_bruv3,01:15.6,NA,, ,,,NA,NA,NA,1,id? opaleye?,NA,
SLHO_07Nov19_bruv3,55:52.2,NA,, ,,,NA,NA,NA,1,id? topsmelt?,NA,
SLHO_07Nov19_bruv3,54:56.3,Actinopterygii,Labridae,Semicossyphus pulcher,Semicossyphus,pulcher,California sheephead,46,SEPU,1,id?,NA,
SLHO_18Sep19_bruv1,13:37.9,NA,Atherinopsidae,Atherinops ,Atherinops,,NA,NA,NA,1,id?,background,
SLHO_18Sep19_bruv1,53:45.1,NA,Atherinopsidae,Atherinops ,Atherinops,,NA,NA,NA,1,id?,background,
SLHO_18Sep19_bruv1,31:59.4,Elasmobranchii,Rhinobatidae,Rhinobatos productus,Rhinobatos,productus,Shovelnose guitarfish,36,RHPR,1,id?,,
SLHO_18Sep19_bruv3,21:38.5,Actinopterygii,Embiotocidae,Embiotoca jacksoni,Embiotoca,jacksoni,Black perch,10,EMJA,1,id?,background,
SLHO_18Sep19_bruv3,51:34.2,Actinopterygii,Embiotocidae,Embiotoca jacksoni,Embiotoca,jacksoni,Black perch,10,EMJA,1,id?,background,
SLHO_18Sep19_bruv3,00:25.4,NA,, ,,,NA,NA,NA,22,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,24:20.9,NA,, ,,,NA,NA,NA,38,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,25:05.6,NA,, ,,,NA,NA,NA,46,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,34:29.8,NA,, ,,,NA,NA,NA,20,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,35:44.1,NA,, ,,,NA,NA,NA,40,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,43:10.0,NA,, ,,,NA,NA,NA,6,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,43:31.9,NA,, ,,,NA,NA,NA,8,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,43:48.4,NA,, ,,,NA,NA,NA,23,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,47:19.5,NA,, ,,,NA,NA,NA,15,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,47:39.6,NA,, ,,,NA,NA,NA,50,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,51:38.7,NA,, ,,,NA,NA,NA,30,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,57:29.0,NA,, ,,,NA,NA,NA,10,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,57:41.0,NA,, ,,,NA,NA,NA,27,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,57:50.5,NA,, ,,,NA,NA,NA,37,id? anchovy or topsmelt?,background,
SLHO_18Sep19_bruv3,02:54.6,Actinopterygii,Sciaenidae,Seriphus politus,Seriphus,politus,Queenfish,25,SEPO,56,check id,background,
SLHO_18Sep19_bruv3,24:34.6,Actinopterygii,Sciaenidae,Seriphus politus,Seriphus,politus,Queenfish,25,SEPO,65,check id,background,
SLHO_18Sep19_bruv3,29:24.5,Actinopterygii,Sciaenidae,Seriphus politus,Seriphus,politus,Queenfish,25,SEPO,63,check id,background,
SLHO_18Sep19_bruv3,49:26.7,Actinopterygii,Sciaenidae,Seriphus politus,Seriphus,politus,Queenfish,25,SEPO,86,check id,background,
SLHO_18Sep19_bruv3,51:51.4,Actinopterygii,Sciaenidae,Seriphus politus,Seriphus,politus,Queenfish,25,SEPO,52,check id,background,
SLHO_18Sep19_bruv3,59:27.3,Actinopterygii,Sciaenidae,Seriphus politus,Seriphus,politus,Queenfish,25,SEPO,92,check id,background,
SLHO_18Sep19_bruv6,34:24.6,Actinopterygii,Paralichthyidae,Citharichthys sordidus,Citharichthys,sordidus,Pacific sanddab,47,CISO,1,id?,,
SLHO_18Sep19_bruv6,36:57.4,Actinopterygii,Paralichthyidae,Citharichthys sordidus,Citharichthys,sordidus,Pacific sanddab,47,CISO,1,id?,,
SLHO_18Sep19_bruv6,40:18.6,Actinopterygii,Paralichthyidae,Citharichthys sordidus,Citharichthys,sordidus,Pacific sanddab,47,CISO,1,id?,,
SLHO_18Sep19_bruv6,42:56.3,Actinopterygii,Sciaenidae,Umbrina roncador,Umbrina,roncador,Yellowfin croaker,26,UMRO,50,id? yf croaker? estimated no.,background,
SLHO_22Aug19_bruv3,07:35.7,NA,, ,,,NA,NA,NA,1,ID?,NA,
SLHO_22Aug19_bruv3,35:18.1,NA,, ,,,NA,NA,NA,3,ID? Embiotocidae?,NA,
SLHO_22Aug19_bruv6,18:18.8,NA,, ,,,NA,NA,NA,1,id?,NA,
SLHO_22Aug19_bruv6,00:52.1,Elasmobranchii,Urotrygonidae,Urobatis halleri,Urobatis,halleri,Round stingray,31,URHA,1,id?,NA,
SOCA_03Oct19_bruv1,14:15.0,Actinopterygii,Embiotocidae,Hyperprosopon argenteum,Hyperprosopon,argenteum,Walleye surfperch,11,HYAR,1,id? poss barred?,NA,
SOCA_03Oct19_bruv1,17:05.6,Actinopterygii,Embiotocidae,Hyperprosopon argenteum,Hyperprosopon,argenteum,Walleye surfperch,11,HYAR,1,id? poss barred?,NA,
SOCA_03Oct19_bruv1,25:00.1,NA,Embiotocidae, ,,,NA,NA,NA,1,id?,NA,
SOCA_03Oct19_bruv3,12:36.9,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,
SOCA_03Oct19_bruv3,04:19.0,NA,Embiotocidae, ,,,NA,NA,NA,1,id? looks like white seaperch,NA,
SOCA_03Oct19_bruv3,46:14.6,NA,Serranidae,Paralabrax sp,Paralabrax,sp,NA,NA,NA,1,id? barred sand bass,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:00.0,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,00:45.5,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id?,NA,
SOCA_03Oct19_bruv6,21:13.2,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,1,id? prob topsmelt,NA,
SOCA_03Oct19_bruv6,49:14.3,NA,, ,,,NA,NA,NA,1,id? unknown fish,NA,
SOCA_09Sep19_bruv1,01:18.1,NA,, ,,,NA,NA,NA,1,id?,NA,
SOCA_09Sep19_bruv1,10:21.6,NA,Embiotocidae, ,,,NA,NA,NA,1,id? poss barred or calico,NA,
SOCA_09Sep19_bruv1,33:41.2,NA,Embiotocidae, ,,,NA,NA,NA,1,id?,NA,
SOCA_09Sep19_bruv3,48:28.0,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id?,,
SOCA_09Sep19_bruv3,06:42.6,Actinopterygii,Embiotocidae,Hyperprosopon argenteum,Hyperprosopon,argenteum,Walleye surfperch,11,HYAR,1,id?,,
SOCA_09Sep19_bruv3,06:42.6,Actinopterygii,Embiotocidae,Hyperprosopon argenteum,Hyperprosopon,argenteum,Walleye surfperch,11,HYAR,1,id?,,
SOCA_09Sep19_bruv3,16:49.9,NA,Embiotocidae, ,,,NA,NA,NA,1,id?,,
SOCA_09Sep19_bruv3,21:32.5,NA,Embiotocidae, ,,,NA,NA,NA,1,id?,,
SOCA_09Sep19_bruv3,29:49.8,NA,Embiotocidae, ,,,NA,NA,NA,1,id? walleye?,,
SOCA_09Sep19_bruv3,41:23.0,NA,Embiotocidae, ,,,NA,NA,NA,1,id?,background,
SOCA_09Sep19_bruv6,00:48.3,Actinopterygii,Embiotocidae,Amphistichus argenteus,Amphistichus,argenteus,Barred surfperch,6,AMAR,1,id?,NA,
SOCA_09Sep19_bruv6,22:07.3,Actinopterygii,Labridae,Halichoeres semicinctus,Halichoeres,semicinctus,Rock wrasse,19,HASE,1,id?,NA,
SOCA_09Sep19_bruv6,12:19.8,NA,Sciaenidae, ,,,NA,NA,NA,2,id?,NA,
SOCA_09Sep19_bruv6,26:13.7,NA,Embiotocidae, ,,,NA,NA,NA,1,id? Black perch,NA,
SOCA_09Sep19_bruv6,20:26.2,Actinopterygii,Serranidae,Paralabrax clathratus,Paralabrax,clathratus,Kelp bass,44,PACL,1,id?,NA,
SOCA_09Sep19_bruv6,30:37.0,Actinopterygii,Serranidae,Paralabrax clathratus,Paralabrax,clathratus,Kelp bass,44,PACL,1,id?,NA,
SOCA_09Sep19_bruv6,34:50.5,Actinopterygii,Serranidae,Paralabrax clathratus,Paralabrax,clathratus,Kelp bass,44,PACL,1,id? black croaker?,NA,
SOCA_09Sep19_bruv6,37:28.5,Actinopterygii,Serranidae,Paralabrax clathratus,Paralabrax,clathratus,Kelp bass,44,PACL,1,id?,NA,
SOCA_09Sep19_bruv6,40:06.1,Actinopterygii,Serranidae,Paralabrax clathratus,Paralabrax,clathratus,Kelp bass,44,PACL,1,id?,NA,
SOCA_25Jul19_bruv1,28:40.8,NA,, ,,,NA,NA,NA,1,fish?,NA,
SOCA_25Jul19_bruv1,30:08.5,NA,, ,,,NA,NA,NA,1,cabezon?,NA,
SOCA_25Jul19_bruv1,42:14.8,NA,, ,,,NA,NA,NA,1,ID? black perch? rubberlip?,NA,
SOCA_25Jul19_bruv3,57:03.7,Actinopterygii,Embiotocidae,Embiotoca jacksoni,Embiotoca,jacksoni,Black perch,10,EMJA,1,ID check?,NA,
SOCA_25Jul19_bruv3,57:03.7,Actinopterygii,Embiotocidae,Embiotoca jacksoni,Embiotoca,jacksoni,Black perch,10,EMJA,1,ID check?,NA,
SOCA_25Jul19_bruv3,01:44.9,NA,, ,,,NA,NA,NA,1,ID? poss. leopard shark,NA,
SOCA_25Jul19_bruv3,03:30.1,NA,, ,,,NA,NA,NA,1,ID? possible shovellnose,NA,
SOCA_25Jul19_bruv3,40:26.7,NA,, ,,,NA,NA,NA,1,ID? poss. barred surfperch,NA,
SOCA_25Jul19_bruv3,56:07.2,NA,, ,,,NA,NA,NA,1,ID? poss. kelp bass but looks big,NA,
SOCA_25Jul19_bruv3,57:15.7,NA,, ,,,NA,NA,NA,1,ID? poss. sand bass?,NA,
SOCA_25Jul19_bruv6,07:30.9,Actinopterygii,Embiotocidae,Embiotoca jacksoni,Embiotoca,jacksoni,Black perch,10,EMJA,1,id?,NA,
SOCA_25Jul19_bruv6,32:01.0,Actinopterygii,Embiotocidae,Embiotoca jacksoni,Embiotoca,jacksoni,Black perch,10,EMJA,1,id?,NA,
SOCA_25Jul19_bruv6,56:59.5,Actinopterygii,Embiotocidae,Rhacochilus toxotes,Rhacochilus,toxotes,Rubberlip seaperch,57,RHTO,1,id?,NA,
STBE_08Nov19_bruv1,02:35.0,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? prob topsmelt,NA,
STBE_08Nov19_bruv1,05:40.6,Actinopterygii,Atherinopsidae,Atherinops affinis,Atherinops,affinis,Topsmelt,1,ATAF,1,id? prob topsmelt,NA,
STBE_08Nov19_bruv3,00:58.4,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,6,check id,NA,
STBE_08Nov19_bruv3,05:27.3,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,8,check id,NA,
STBE_08Nov19_bruv3,05:31.4,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,14,check id,NA,
STBE_19Sep19_bruv1,27:03.5,NA,Triakidae,Mustelus sp,Mustelus,sp,NA,NA,NA,1,,background,
STBE_19Sep19_bruv1,32:43.1,Actinopterygii,Sciaenidae,Umbrina roncador,Umbrina,roncador,Yellowfin croaker,26,UMRO,1,id?,,
STBE_19Sep19_bruv3,57:19.1,Actinopterygii,Atherinopsidae, ,,,Unknown Silverside,3,ATHE,4,id? Topsmelt?,background,
STBE_19Sep19_bruv3,09:06.2,Actinopterygii,Kyphosidae,Girella nigricans,Girella,nigricans,Opaleye,17,GINI,1,id?,background,
STBE_19Sep19_bruv3,19:06.0,NA,, ,,,NA,NA,NA,1,id?? fish,background,
STBE_19Sep19_bruv3,33:34.8,Actinopterygii,Labridae,Semicossyphus pulcher,Semicossyphus,pulcher,California sheephead,46,SEPU,1,id?,background,
STBE_19Sep19_bruv3,17:05.7,Elasmobranchii,Triakidae,Triakis semifasciata,Triakis,semifasciata,Leopard shark,30,TRSE,1,second one?,,
STBE_19Sep19_bruv6_data,25:22.8,Actinopterygii,Serranidae,Paralabrax nebulifer,Paralabrax,nebulifer,Barred sand bass,59,PANE,1,id?,background,
STBE_19Sep19_bruv6_data,31:17.7,Actinopterygii,Serranidae,Paralabrax nebulifer,Paralabrax,nebulifer,Barred sand bass,59,PANE,1,id?,background,
STBE_19Sep19_bruv6_data,49:16.4,Actinopterygii,Serranidae,Paralabrax nebulifer,Paralabrax,nebulifer,Barred sand bass,59,PANE,1,id?,background,
STBE_19Sep19_bruv6_data,51:01.0,Actinopterygii,Serranidae,Paralabrax nebulifer,Paralabrax,nebulifer,Barred sand bass,59,PANE,1,id?,background,
STBE_21Aug19_bruv1,11:13.2,Elasmobranchii,Triakidae,Triakis semifasciata,Triakis,semifasciata,Leopard shark,30,TRSE,1,ID?,NA,
